Lai Châu,An Giang,84,120,,,,,,,,,,,,
Lâm ??ng,An Giang,78,114,,,,,,,,,,,,
L?ng S?n,An Giang,84,120,,,,,,,,,,,,
Lào Cai,An Giang,84,120,,,,,,,,,,,,
Nam ??nh,An Giang,84,120,,,,,,,,,,,,
Ngh? An,An Giang,84,120,,,,,,,,,,,,
Ninh Bình,An Giang,84,120,,,,,,,,,,,,
Ninh Thu?n,An Giang,84,120,,,,,,,,,,,,
Phú Th?,An Giang,84,120,,,,,,,,,,,,
Phú Yên,An Giang,84,120,,,,,,,,,,,,
Qu?ng Bình,An Giang,84,120,,,,,,,,,,,,
Qu?ng Nam,An Giang,84,120,,,,,,,,,,,,
Qu?ng Ngãi,An Giang,84,120,,,,,,,,,,,,
Qu?ng Ninh,An Giang,84,120,,,,,,,,,,,,
Qu?ng Tr?,An Giang,84,120,,,,,,,,,,,,
S?n La,An Giang,84,120,,,,,,,,,,,,
Thái Bình,An Giang,84,120,,,,,,,,,,,,
Thái Nguyên,An Giang,84,120,,,,,,,,,,,,
Thanh Hóa,An Giang,84,120,,,,,,,,,,,,
Th?a Thiên Hu?,An Giang,84,120,,,,,,,,,,,,
Tuyên Quang,An Giang,84,120,,,,,,,,,,,,
V?nh Phúc,An Giang,84,120,,,,,,,,,,,,
Yên Bái,An Giang,84,120,,,,,,,,,,,,
Bà R?a - V?ng Tàu,An Giang,72,108,,,,,,,,,,,,
B?c Liêu,An Giang,66,102,,,,,,,,,,,,
B?n Tre,An Giang,72,108,,,,,,,,,,,,
Bình D??ng,An Giang,72,108,,,,,,,,,,,,
Bình Ph??c,An Giang,78,114,,,,,,,,,,,,
Cà Mau,An Giang,66,102,,,,,,,,,,,,
??ng Nai,An Giang,72,108,,,,,,,,,,,,
Long An,An Giang,72,108,,,,,,,,,,,,
Sóc Tr?ng,An Giang,66,102,,,,,,,,,,,,
Tây Ninh,An Giang,72,108,,,,,,,,,,,,
Ti?n Giang,An Giang,72,108,,,,,,,,,,,,
Trà Vinh,An Giang,66,102,,,,,,,,,,,,
??ng Nai,Bà R?a - V?ng Tàu,54,102,,,,,,,,,,,,
Bà R?a - V?ng Tàu,Bà R?a - V?ng Tàu,24,72,,,,,,,,,,,,
TP. H? Chí Minh,Bà R?a - V?ng Tàu,54,102,,,,,,,,,,,,
B?c Giang,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
B?c K?n,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
B?c Liêu,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
B?c Ninh,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Bình ??nh,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Cà Mau,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Cao B?ng,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
?à N?ng,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
??k L?k,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
?i?n Biên,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Gia Lai,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Hà Giang,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Hà Nam,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Hà N?i,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Hà T?nh,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
H?i D??ng,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
H?i Phòng,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Hòa Bình,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
H?ng Yên,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Khánh Hòa,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Kiên Giang,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Kon Tum,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Lai Châu,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
L?ng S?n,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Lào Cai,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Nam ??nh,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Ngh? An,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Ninh Bình,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Ninh Thu?n,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Phú Th?,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Phú Yên,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Qu?ng Bình,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Qu?ng Nam,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Qu?ng Ngãi,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Qu?ng Ninh,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Qu?ng Tr?,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Sóc Tr?ng,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
S?n La,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
Thái Bình,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Thái Nguyên,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Thanh Hóa,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Th?a Thiên Hu?,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Tuyên Quang,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
V?nh Phúc,Bà R?a - V?ng Tàu,78,114,,,,,,,,,,,,
Yên Bái,Bà R?a - V?ng Tàu,84,120,,,,,,,,,,,,
An Giang,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
B?n Tre,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Bình D??ng,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Bình Ph??c,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Bình Thu?n,Bà R?a - V?ng Tàu,72,108,,,,,,,,,,,,
C?n Th?,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
??k Nông,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
??ng Tháp,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
H?u Giang,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Lâm ??ng,Bà R?a - V?ng Tàu,72,108,,,,,,,,,,,,
Long An,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Tây Ninh,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Ti?n Giang,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
Trà Vinh,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
V?nh Long,Bà R?a - V?ng Tàu,66,102,,,,,,,,,,,,
B?c Ninh,B?c Giang,48,96,,,,,,,,,,,,
Hà N?i,B?c Giang,54,102,,,,,,,,,,,,
B?c Giang,B?c Giang,24,72,,,,,,,,,,,,
H?i D??ng,B?c Giang,54,102,,,,,,,,,,,,
H?ng Yên,B?c Giang,54,102,,,,,,,,,,,,
L?ng S?n,B?c Giang,48,96,,,,,,,,,,,,
Thái Nguyên,B?c Giang,54,102,,,,,,,,,,,,
V?nh Phúc,B?c Giang,54,102,,,,,,,,,,,,
An Giang,B?c Giang,84,120,,,,,,,,,,,,
Bà R?a - V?ng Tàu,B?c Giang,84,120,,,,,,,,,,,,
B?c Liêu,B?c Giang,90,126,,,,,,,,,,,,
B?n Tre,B?c Giang,84,120,,,,,,,,,,,,
Bình ??nh,B?c Giang,84,120,,,,,,,,,,,,
Bình D??ng,B?c Giang,84,120,,,,,,,,,,,,
Bình Ph??c,B?c Giang,84,120,,,,,,,,,,,,
Bình Thu?n,B?c Giang,84,120,,,,,,,,,,,,
Cà Mau,B?c Giang,90,126,,,,,,,,,,,,
C?n Th?,B?c Giang,84,120,,,,,,,,,,,,
?à N?ng,B?c Giang,72,108,,,,,,,,,,,,
??k L?k,B?c Giang,84,120,,,,,,,,,,,,
??k Nông,B?c Giang,84,120,,,,,,,,,,,,
?i?n Biên,B?c Giang,78,114,,,,,,,,,,,,
??ng Nai,B?c Giang,84,120,,,,,,,,,,,,
??ng Tháp,B?c Giang,84,120,,,,,,,,,,,,
Gia Lai,B?c Giang,84,120,,,,,,,,,,,,
Hà Giang,B?c Giang,84,120,,,,,,,,,,,,
Hà T?nh,B?c Giang,78,114,,,,,,,,,,,,
H?u Giang,B?c Giang,84,120,,,,,,,,,,,,
TP. H? Chí Minh,B?c Giang,66,102,,,,,,,,,,,,
Khánh Hòa,B?c Giang,84,120,,,,,,,,,,,,
Kiên Giang,B?c Giang,84,120,,,,,,,,,,,,
Kon Tum,B?c Giang,84,120,,,,,,,,,,,,
Lai Châu,B?c Giang,84,120,,,,,,,,,,,,
Lâm ??ng,B?c Giang,84,120,,,,,,,,,,,,
Lào Cai,B?c Giang,78,114,,,,,,,,,,,,
Long An,B?c Giang,84,120,,,,,,,,,,,,
Ngh? An,B?c Giang,66,102,,,,,,,,,,,,
Ninh Thu?n,B?c Giang,84,120,,,,,,,,,,,,
Phú Yên,B?c Giang,84,120,,,,,,,,,,,,
Qu?ng Bình,B?c Giang,78,114,,,,,,,,,,,,
Qu?ng Nam,B?c Giang,78,114,,,,,,,,,,,,
Qu?ng Ngãi,B?c Giang,78,114,,,,,,,,,,,,
Qu?ng Tr?,B?c Giang,78,114,,,,,,,,,,,,
Sóc Tr?ng,B?c Giang,90,126,,,,,,,,,,,,
S?n La,B?c Giang,78,114,,,,,,,,,,,,
Tây Ninh,B?c Giang,84,120,,,,,,,,,,,,
Th?a Thiên Hu?,B?c Giang,78,114,,,,,,,,,,,,
Ti?n Giang,B?c Giang,84,120,,,,,,,,,,,,
Trà Vinh,B?c Giang,84,120,,,,,,,,,,,,
V?nh Long,B?c Giang,84,120,,,,,,,,,,,,
B?c K?n,B?c Giang,66,102,,,,,,,,,,,,
Cao B?ng,B?c Giang,66,102,,,,,,,,,,,,
Hà Nam,B?c Giang,66,102,,,,,,,,,,,,
H?i Phòng,B?c Giang,66,102,,,,,,,,,,,,
Hòa Bình,B?c Giang,66,102,,,,,,,,,,,,
Nam ??nh,B?c Giang,66,102,,,,,,,,,,,,
Ninh Bình,B?c Giang,66,102,,,,,,,,,,,,
Phú Th?,B?c Giang,66,102,,,,,,,,,,,,
Qu?ng Ninh,B?c Giang,72,108,,,,,,,,,,,,
Thái Bình,B?c Giang,66,102,,,,,,,,,,,,
Thanh Hóa,B?c Giang,66,102,,,,,,,,,,,,
Tuyên Quang,B?c Giang,66,102,,,,,,,,,,,,
Yên Bái,B?c Giang,78,114,,,,,,,,,,,,
Thái Nguyên,B?c K?n,48,102,,,,,,,,,,,,
An Giang,B?c K?n,90,144,,,,,,,,,,,,
Bà R?a - V?ng Tàu,B?c K?n,84,138,,,,,,,,,,,,
B?c K?n,B?c K?n,24,78,,,,,,,,,,,,
B?c Liêu,B?c K?n,90,144,,,,,,,,,,,,
B?n Tre,B?c K?n,84,138,,,,,,,,,,,,
Bình ??nh,B?c K?n,84,138,,,,,,,,,,,,
Bình D??ng,B?c K?n,84,138,,,,,,,,,,,,
Bình Ph??c,B?c K?n,84,138,,,,,,,,,,,,
Bình Thu?n,B?c K?n,84,138,,,,,,,,,,,,
Cà Mau,B?c K?n,90,144,,,,,,,,,,,,
C?n Th?,B?c K?n,90,144,,,,,,,,,,,,
?à N?ng,B?c K?n,72,126,,,,,,,,,,,,
??k L?k,B?c K?n,84,138,,,,,,,,,,,,
??k Nông,B?c K?n,84,138,,,,,,,,,,,,
?i?n Biên,B?c K?n,78,132,,,,,,,,,,,,
??ng Nai,B?c K?n,84,138,,,,,,,,,,,,
??ng Tháp,B?c K?n,90,144,,,,,,,,,,,,
Gia Lai,B?c K?n,84,138,,,,,,,,,,,,
Hà T?nh,B?c K?n,78,132,,,,,,,,,,,,
H?u Giang,B?c K?n,90,144,,,,,,,,,,,,
TP. H? Chí Minh,B?c K?n,72,126,,,,,,,,,,,,
Khánh Hòa,B?c K?n,84,138,,,,,,,,,,,,
Kiên Giang,B?c K?n,90,144,,,,,,,,,,,,
Kon Tum,B?c K?n,84,138,,,,,,,,,,,,
Lai Châu,B?c K?n,84,138,,,,,,,,,,,,
Lâm ??ng,B?c K?n,84,138,,,,,,,,,,,,
Lào Cai,B?c K?n,84,138,,,,,,,,,,,,
Long An,B?c K?n,84,138,,,,,,,,,,,,
Ngh? An,B?c K?n,66,120,,,,,,,,,,,,
Ninh Thu?n,B?c K?n,84,138,,,,,,,,,,,,
Phú Yên,B?c K?n,84,138,,,,,,,,,,,,
Qu?ng Bình,B?c K?n,78,132,,,,,,,,,,,,
Qu?ng Nam,B?c K?n,78,132,,,,,,,,,,,,
Qu?ng Ngãi,B?c K?n,78,132,,,,,,,,,,,,
Qu?ng Tr?,B?c K?n,78,132,,,,,,,,,,,,
Sóc Tr?ng,B?c K?n,90,144,,,,,,,,,,,,
S?n La,B?c K?n,78,132,,,,,,,,,,,,
Tây Ninh,B?c K?n,84,138,,,,,,,,,,,,
Thanh Hóa,B?c K?n,66,120,,,,,,,,,,,,
Th?a Thiên Hu?,B?c K?n,84,138,,,,,,,,,,,,
Ti?n Giang,B?c K?n,84,138,,,,,,,,,,,,
Trà Vinh,B?c K?n,90,144,,,,,,,,,,,,
V?nh Long,B?c K?n,90,144,,,,,,,,,,,,
B?c Giang,B?c K?n,66,120,,,,,,,,,,,,
B?c Ninh,B?c K?n,66,120,,,,,,,,,,,,
Cao B?ng,B?c K?n,60,114,,,,,,,,,,,,
Hà Giang,B?c K?n,84,138,,,,,,,,,,,,
Hà Nam,B?c K?n,66,120,,,,,,,,,,,,
Hà N?i,B?c K?n,66,120,,,,,,,,,,,,
H?i D??ng,B?c K?n,66,120,,,,,,,,,,,,
H?i Phòng,B?c K?n,66,120,,,,,,,,,,,,
Hòa Bình,B?c K?n,66,120,,,,,,,,,,,,
H?ng Yên,B?c K?n,66,120,,,,,,,,,,,,
L?ng S?n,B?c K?n,66,120,,,,,,,,,,,,
Nam ??nh,B?c K?n,66,120,,,,,,,,,,,,
Ninh Bình,B?c K?n,66,120,,,,,,,,,,,,
Phú Th?,B?c K?n,66,120,,,,,,,,,,,,
Qu?ng Ninh,B?c K?n,72,126,,,,,,,,,,,,
Thái Bình,B?c K?n,66,120,,,,,,,,,,,,
Tuyên Quang,B?c K?n,66,120,,,,,,,,,,,,
V?nh Phúc,B?c K?n,66,120,,,,,,,,,,,,
Yên Bái,B?c K?n,78,132,,,,,,,,,,,,
Cà Mau,B?c Liêu,54,102,,,,,,,,,,,,
H?u Giang,B?c Liêu,54,102,,,,,,,,,,,,
Sóc Tr?ng,B?c Liêu,54,102,,,,,,,,,,,,
Bà R?a - V?ng Tàu,B?c Liêu,72,108,,,,,,,,,,,,
B?c Liêu,B?c Liêu,24,72,,,,,,,,,,,,
B?c Giang,B?c Liêu,84,120,,,,,,,,,,,,
B?c K?n,B?c Liêu,84,120,,,,,,,,,,,,
B?c Ninh,B?c Liêu,84,120,,,,,,,,,,,,
Bình ??nh,B?c Liêu,84,120,,,,,,,,,,,,
Bình Ph??c,B?c Liêu,78,114,,,,,,,,,,,,
Bình Thu?n,B?c Liêu,84,120,,,,,,,,,,,,
Cao B?ng,B?c Liêu,84,120,,,,,,,,,,,,
?à N?ng,B?c Liêu,84,120,,,,,,,,,,,,
??k L?k,B?c Liêu,84,120,,,,,,,,,,,,
??k Nông,B?c Liêu,78,114,,,,,,,,,,,,
?i?n Biên,B?c Liêu,84,120,,,,,,,,,,,,
Gia Lai,B?c Liêu,78,114,,,,,,,,,,,,
Hà Giang,B?c Liêu,84,120,,,,,,,,,,,,
Hà Nam,B?c Liêu,84,120,,,,,,,,,,,,
Hà N?i,B?c Liêu,84,120,,,,,,,,,,,,
Hà T?nh,B?c Liêu,84,120,,,,,,,,,,,,
H?i D??ng,B?c Liêu,78,114,,,,,,,,,,,,
H?i Phòng,B?c Liêu,78,114,,,,,,,,,,,,
Hòa Bình,B?c Liêu,84,120,,,,,,,,,,,,
H?ng Yên,B?c Liêu,78,114,,,,,,,,,,,,
Khánh Hòa,B?c Liêu,78,114,,,,,,,,,,,,
Kon Tum,B?c Liêu,84,120,,,,,,,,,,,,
Lai Châu,B?c Liêu,84,120,,,,,,,,,,,,
Lâm ??ng,B?c Liêu,78,114,,,,,,,,,,,,
L?ng S?n,B?c Liêu,84,120,,,,,,,,,,,,
Lào Cai,B?c Liêu,84,120,,,,,,,,,,,,
Nam ??nh,B?c Liêu,84,120,,,,,,,,,,,,
Ngh? An,B?c Liêu,84,120,,,,,,,,,,,,
Ninh Bình,B?c Liêu,84,120,,,,,,,,,,,,
Ninh Thu?n,B?c Liêu,84,120,,,,,,,,,,,,
Phú Th?,B?c Liêu,84,120,,,,,,,,,,,,
Phú Yên,B?c Liêu,84,120,,,,,,,,,,,,
Qu?ng Bình,B?c Liêu,84,120,,,,,,,,,,,,
Qu?ng Nam,B?c Liêu,84,120,,,,,,,,,,,,
Qu?ng Ngãi,B?c Liêu,84,120,,,,,,,,,,,,
Qu?ng Ninh,B?c Liêu,84,120,,,,,,,,,,,,
Qu?ng Tr?,B?c Liêu,84,120,,,,,,,,,,,,
S?n La,B?c Liêu,84,120,,,,,,,,,,,,
Tây Ninh,B?c Liêu,72,108,,,,,,,,,,,,
Thái Bình,B?c Liêu,84,120,,,,,,,,,,,,
Thái Nguyên,B?c Liêu,84,120,,,,,,,,,,,,
Thanh Hóa,B?c Liêu,84,120,,,,,,,,,,,,
Th?a Thiên Hu?,B?c Liêu,84,120,,,,,,,,,,,,
Tuyên Quang,B?c Liêu,84,120,,,,,,,,,,,,
V?nh Phúc,B?c Liêu,84,120,,,,,,,,,,,,
Yên Bái,B?c Liêu,84,120,,,,,,,,,,,,
An Giang,B?c Liêu,66,102,,,,,,,,,,,,
B?n Tre,B?c Liêu,72,108,,,,,,,,,,,,
Bình D??ng,B?c Liêu,72,108,,,,,,,,,,,,
C?n Th?,B?c Liêu,66,102,,,,,,,,,,,,
??ng Nai,B?c Liêu,72,108,,,,,,,,,,,,
??ng Tháp,B?c Liêu,66,102,,,,,,,,,,,,
TP. H? Chí Minh,B?c Liêu,66,102,,,,,,,,,,,,
Kiên Giang,B?c Liêu,66,102,,,,,,,,,,,,
Long An,B?c Liêu,72,108,,,,,,,,,,,,
Ti?n Giang,B?c Liêu,72,108,,,,,,,,,,,,
Trà Vinh,B?c Liêu,66,102,,,,,,,,,,,,
V?nh Long,B?c Liêu,66,102,,,,,,,,,,,,
B?c Giang,B?c Ninh,54,102,,,,,,,,,,,,
Hà Nam,B?c Ninh,54,102,,,,,,,,,,,,
Hà N?i,B?c Ninh,54,102,,,,,,,,,,,,
H?i D??ng,B?c Ninh,54,102,,,,,,,,,,,,
H?ng Yên,B?c Ninh,54,102,,,,,,,,,,,,
B?c Ninh,B?c Ninh,24,72,,,,,,,,,,,,
Thái Nguyên,B?c Ninh,54,102,,,,,,,,,,,,
V?nh Phúc,B?c Ninh,54,102,,,,,,,,,,,,
An Giang,B?c Ninh,84,120,,,,,,,,,,,,
Bà R?a - V?ng Tàu,B?c Ninh,84,120,,,,,,,,,,,,
B?c Liêu,B?c Ninh,90,126,,,,,,,,,,,,
B?n Tre,B?c Ninh,84,120,,,,,,,,,,,,
Bình ??nh,B?c Ninh,84,120,,,,,,,,,,,,
Bình D??ng,B?c Ninh,84,120,,,,,,,,,,,,
Bình Ph??c,B?c Ninh,84,120,,,,,,,,,,,,
Bình Thu?n,B?c Ninh,84,120,,,,,,,,,,,,
Cà Mau,B?c Ninh,90,126,,,,,,,,,,,,
C?n Th?,B?c Ninh,84,120,,,,,,,,,,,,
?à N?ng,B?c Ninh,72,108,,,,,,,,,,,,
??k L?k,B?c Ninh,84,120,,,,,,,,,,,,
??k Nông,B?c Ninh,84,120,,,,,,,,,,,,
?i?n Biên,B?c Ninh,78,114,,,,,,,,,,,,
??ng Nai,B?c Ninh,84,120,,,,,,,,,,,,
??ng Tháp,B?c Ninh,84,120,,,,,,,,,,,,
Gia Lai,B?c Ninh,84,120,,,,,,,,,,,,
Hà Giang,B?c Ninh,84,120,,,,,,,,,,,,
Hà T?nh,B?c Ninh,78,114,,,,,,,,,,,,
H?u Giang,B?c Ninh,84,120,,,,,,,,,,,,
TP. H? Chí Minh,B?c Ninh,72,108,,,,,,,,,,,,
Khánh Hòa,B?c Ninh,84,120,,,,,,,,,,,,
Kiên Giang,B?c Ninh,84,120,,,,,,,,,,,,
Kon Tum,B?c Ninh,84,120,,,,,,,,,,,,
Lai Châu,B?c Ninh,84,120,,,,,,,,,,,,
Lâm ??ng,B?c Ninh,84,120,,,,,,,,,,,,
Long An,B?c Ninh,84,120,,,,,,,,,,,,
Ngh? An,B?c Ninh,66,102,,,,,,,,,,,,
Ninh Thu?n,B?c Ninh,84,120,,,,,,,,,,,,
Phú Yên,B?c Ninh,84,120,,,,,,,,,,,,
Qu?ng Bình,B?c Ninh,78,114,,,,,,,,,,,,
Qu?ng Nam,B?c Ninh,78,114,,,,,,,,,,,,
Qu?ng Ngãi,B?c Ninh,78,114,,,,,,,,,,,,
Qu?ng Tr?,B?c Ninh,78,114,,,,,,,,,,,,
Sóc Tr?ng,B?c Ninh,90,126,,,,,,,,,,,,
S?n La,B?c Ninh,78,114,,,,,,,,,,,,
Tây Ninh,B?c Ninh,84,120,,,,,,,,,,,,
Th?a Thiên Hu?,B?c Ninh,78,114,,,,,,,,,,,,
Ti?n Giang,B?c Ninh,84,120,,,,,,,,,,,,
Trà Vinh,B?c Ninh,84,120,,,,,,,,,,,,
V?nh Long,B?c Ninh,84,120,,,,,,,,,,,,
B?c K?n,B?c Ninh,66,102,,,,,,,,,,,,
Cao B?ng,B?c Ninh,60,96,,,,,,,,,,,,
H?i Phòng,B?c Ninh,66,102,,,,,,,,,,,,
Hòa Bình,B?c Ninh,66,102,,,,,,,,,,,,
L?ng S?n,B?c Ninh,66,102,,,,,,,,,,,,
Lào Cai,B?c Ninh,84,120,,,,,,,,,,,,
Nam ??nh,B?c Ninh,66,102,,,,,,,,,,,,
Ninh Bình,B?c Ninh,66,102,,,,,,,,,,,,
Phú Th?,B?c Ninh,66,102,,,,,,,,,,,,
Qu?ng Ninh,B?c Ninh,72,108,,,,,,,,,,,,
Thái Bình,B?c Ninh,54,102,,,,,,,,,,,,
Thanh Hóa,B?c Ninh,66,102,,,,,,,,,,,,
Tuyên Quang,B?c Ninh,66,102,,,,,,,,,,,,
Yên Bái,B?c Ninh,78,114,,,,,,,,,,,,
TP. H? Chí Minh,B?n Tre,54,102,,,,,,,,,,,,
Long An,B?n Tre,54,102,,,,,,,,,,,,
Ti?n Giang,B?n Tre,54,102,,,,,,,,,,,,
Trà Vinh,B?n Tre,54,102,,,,,,,,,,,,
V?nh Long,B?n Tre,54,102,,,,,,,,,,,,
B?c Giang,B?n Tre,78,114,,,,,,,,,,,,
B?n Tre,B?n Tre,24,72,,,,,,,,,,,,
B?c K?n,B?n Tre,84,120,,,,,,,,,,,,
B?c Ninh,B?n Tre,84,120,,,,,,,,,,,,
Bình ??nh,B?n Tre,84,120,,,,,,,,,,,,
Cao B?ng,B?n Tre,84,120,,,,,,,,,,,,
?à N?ng,B?n Tre,78,114,,,,,,,,,,,,
??k L?k,B?n Tre,84,120,,,,,,,,,,,,
??k Nông,B?n Tre,78,114,,,,,,,,,,,,
?i?n Biên,B?n Tre,84,120,,,,,,,,,,,,
Gia Lai,B?n Tre,84,120,,,,,,,,,,,,
Hà Giang,B?n Tre,84,120,,,,,,,,,,,,
Hà Nam,B?n Tre,84,120,,,,,,,,,,,,
Hà N?i,B?n Tre,78,114,,,,,,,,,,,,
Hà T?nh,B?n Tre,84,120,,,,,,,,,,,,
H?i D??ng,B?n Tre,84,120,,,,,,,,,,,,
H?i Phòng,B?n Tre,84,120,,,,,,,,,,,,
Hòa Bình,B?n Tre,84,120,,,,,,,,,,,,
H?ng Yên,B?n Tre,84,120,,,,,,,,,,,,
Khánh Hòa,B?n Tre,78,114,,,,,,,,,,,,
Kon Tum,B?n Tre,84,120,,,,,,,,,,,,
Lai Châu,B?n Tre,84,120,,,,,,,,,,,,
Lâm ??ng,B?n Tre,78,114,,,,,,,,,,,,
L?ng S?n,B?n Tre,84,120,,,,,,,,,,,,
Lào Cai,B?n Tre,84,120,,,,,,,,,,,,
Nam ??nh,B?n Tre,84,120,,,,,,,,,,,,
Ngh? An,B?n Tre,84,120,,,,,,,,,,,,
Ninh Bình,B?n Tre,84,120,,,,,,,,,,,,
Ninh Thu?n,B?n Tre,84,120,,,,,,,,,,,,
Phú Th?,B?n Tre,84,120,,,,,,,,,,,,
Phú Yên,B?n Tre,84,120,,,,,,,,,,,,
Qu?ng Bình,B?n Tre,84,120,,,,,,,,,,,,
Qu?ng Nam,B?n Tre,78,114,,,,,,,,,,,,
Qu?ng Ngãi,B?n Tre,78,114,,,,,,,,,,,,
Qu?ng Ninh,B?n Tre,84,120,,,,,,,,,,,,
Qu?ng Tr?,B?n Tre,78,114,,,,,,,,,,,,
S?n La,B?n Tre,84,120,,,,,,,,,,,,
Thái Bình,B?n Tre,84,120,,,,,,,,,,,,
